"perse","activity","start_time","xcoord","ycoord"
"657","work","1133",777196.72455,5744398.58775
"657","home","1832",777608,5756225
"657","other","2207",778779.70651,5745319.61958
"657","home","2359",777608,5756225
"658","home","0000",781213,5760162
"658","other","0713",777888.65052,5762548.96247
"658","work","0910",771120.82582,5738818.00056
"658","shops","1752",777902.25512,5762634.6724
"658","home","1951",781213,5760162
"659","home","0000",787822,5763086
"659","other","1153",778154.87981,5743919.35957
"659","beach","1347",786255.54497,5747965.81546
"659","home","1724",787822,5763086
"660","home","0000",781863,5755010
"660","other","0456",731478.52678,5755794.65326
"660","home","0621",781863,5755010
"660","work","0811",790098.62271,5754759.19639
"660","shops","1644",789902.15203,5752276.48654
"660","home","1956",781863,5755010
"661","home","0000",774109,5756742
"661","work","0935",792919.68545,5754526.38383
"661","other","1737",778779.70651,5745319.61958
"661","home","1846",774109,5756742
"662","home","0000",771786,5759225
"662","work","0932",761289.50657,5762130.29619
"662","shops","1703",778482.57737,5744462.75843
"662","other","1809",778779.70651,5745319.61958
"662","home","2127",771786,5759225
"663","home","0000",786820,5759774
"663","other","0514",778154.87981,5743919.35957
"663","home","0755",786820,5759774
"663","work","0917",779012.88562,5744520.34118
"663","shops","1738",778482.57737,5744462.75843
"663","home","1848",786820,5759774
"663","shops","2112",778279.66613,5743500.15352
"663","home","2215",786820,5759774
"664","home","0000",782146,5758779
"664","other","0924",771374.44073,5738835.66619
"664","home","1011",782146,5758779
"664","shops","1212",789902.15203,5752276.48654
"664","beach","1458",786985.47082,5748372.83646
"664","work","1622",777704.05806,5743980.73808
"664","home","2359",782146,5758779
"665","home","0000",785138,5764184
"665","work","0959",793249.38427,5770567.6814
"665","shops","1730",777902.25512,5762634.6724
"665","home","1916",785138,5764184
"666","home","0000",776231,5759514
"666","shops","1145",761647.31617,5762952.48569
"666","home","1221",776231,5759514
"666","shops","1438",777902.25512,5762634.6724
"666","work","1750",761289.50657,5762130.29619
"666","home","2359",776231,5759514
"667","home","0000",771689,5762872
"667","shops","0855",777902.25512,5762634.6724
"667","other","1033",777888.65052,5762548.96247
"667","home","1328",771689,5762872
"667","work","1747",761856.89786,5763333.34179
"667","home","2359",771689,5762872
"668","home","0000",783528,5753082
"668","shops","1115",790357.10312,5752184.65303
"668","home","1248",783528,5753082
"668","shops","1558",789902.15203,5752276.48654
"668","other","1953",778154.87981,5743919.35957
"668","home","2157",783528,5753082
"669","home","0000",784863,5760711
"669","work","0608",793249.38427,5770567.6814
"669","shops","1519",789974.17245,5752810.54643
"669","other","1842",792803.19879,5769441.31381
"669","home","2132",784863,5760711
"670","home","0000",779736,5757084
"670","shops","1242",778482.57737,5744462.75843
"670","other","1443",777888.65052,5762548.96247
"670","work","1615",789434.99816,5751266.44194
"670","home","2359",779736,5757084
"671","home","0000",777040,5758802
"671","work","0632",790098.62271,5754759.19639
"671","beach","1426",783893.9946,5745788.90364
"671","home","1953",777040,5758802
"672","home","0000",777669,5762615
"672","other","0716",777888.65052,5762548.96247
"672","work","0833",761856.89786,5763333.34179
"672","shops","1617",777902.25512,5762634.6724
"672","home","2002",777669,5762615
"673","home","0000",781730,5760638
"673","work","0642",761856.89786,5763333.34179
"673","shops","1401",789902.15203,5752276.48654
"673","home","1847",781730,5760638
"673","shops","2158",777902.25512,5762634.6724
"673","home","2249",781730,5760638
"674","home","0000",784791,5757810
"674","shops","0901",777902.25512,5762634.6724
"674","home","1045",784791,5757810
"674","shops","1527",790357.10312,5752184.65303
"674","work","1749",779012.88562,5744520.34118
"674","home","2359",784791,5757810
"675","home","0000",777531,5759964
"675","work","0901",790484.60538,5754857.18225
"675","beach","1745",786985.47082,5748372.83646
"675","shops","1931",777902.25512,5762634.6724
"675","home","2121",777531,5759964
"676","home","0000",783432,5764270
"676","work","0814",786334.34808,5764005.76275
"676","shops","1634",777902.25512,5762634.6724
"676","home","1955",783432,5764270
"677","home","0000",779933,5759808
"677","other","0055",789863.66729,5753170.47836
"677","home","0314",779933,5759808
"677","work","0941",778463.2759,5744455.4553
"677","home","1640",779933,5759808
"677","other","2342",777888.65052,5762548.96247
"677","home","2359",779933,5759808
"678","home","0000",780846,5762208
"678","other","0432",777888.65052,5762548.96247
"678","shops","0940",777902.25512,5762634.6724
"678","home","1119",780846,5762208
"678","shops","1309",777902.25512,5762634.6724
"678","home","1804",780846,5762208
"679","home","0000",782077,5752666
"679","shops","1059",790357.10312,5752184.65303
"679","work","1245",761289.50657,5762130.29619
"679","home","2132",782077,5752666
"680","home","0000",777682,5761669
"680","work","0911",793249.38427,5770567.6814
"680","home","1756",777682,5761669
"681","home","0000",781034,5759902
"681","work","0434",777196.72455,5744398.58775
"681","home","1330",781034,5759902
"681","shops","1404",778279.66613,5743500.15352
"681","other","1650",777888.65052,5762548.96247
"681","home","1929",781034,5759902
"682","home","0000",781477,5763079
"682","work","0819",786334.34808,5764005.76275
"682","beach","1623",786985.47082,5748372.83646
"682","home","1830",781477,5763079
"683","home","0000",786233,5757090
"683","beach","1539",783893.9946,5745788.90364
"683","work","1640",790484.60538,5754857.18225
"683","home","2359",786233,5757090
"684","home","0000",775685,5759439
"684","other","0445",778779.70651,5745319.61958
"684","home","0747",775685,5759439
"684","other","0913",777888.65052,5762548.96247
"684","home","1033",775685,5759439
"684","work","1317",770968.05532,5738364.60103
"684","home","2143",775685,5759439
"685","home","0000",777843,5758842
"685","work","1229",761856.89786,5763333.34179
"685","home","2149",777843,5758842
"686","home","0000",776682,5759962
"686","other","0653",777888.65052,5762548.96247
"686","work","1032",793641.32026,5769328.94189
"686","home","1852",776682,5759962
"687","home","0000",786622,5755533
"687","work","0602",786334.34808,5764005.76275
"687","shops","1406",789902.15203,5752276.48654
"687","other","1624",790829.71368,5755284.52525
"687","home","1832",786622,5755533
"688","home","0000",775424,5755410
"688","work","0155",789848.05453,5752795.44381
"688","home","0847",775424,5755410
"688","beach","1020",778237.06886,5743964.79164
"688","shops","1213",790670.88255,5752085.50432
"688","beach","1543",790861.74053,5752552.89152
"688","home","1708",775424,5755410
"688","shops","1935",790357.10312,5752184.65303
"688","home","2138",775424,5755410
"689","home","0000",780022,5753241
"689","work","0924",790106.78926,5751427.52566
"689","shops","1615",790505.64718,5752116.69154
"689","home","1954",780022,5753241
"690","home","0000",773411,5756448
"690","work","0904",770405.93026,5737998.74274
"690","shops","1711",777902.25512,5762634.6724
"690","home","2107",773411,5756448
"691","home","0000",786886,5763737
"691","work","0905",770968.05532,5738364.60103
"691","beach","1611",778237.06886,5743964.79164
"691","home","1916",786886,5763737
"692","home","0000",782638,5753717
"692","work","0819",790484.60538,5754857.18225
"692","home","1626",782638,5753717
"693","home","0000",778432,5752923
"693","other","0433",778779.70651,5745319.61958
"693","work","0951",790484.60538,5754857.18225
"693","other","1706",778779.70651,5745319.61958
"693","home","1817",778432,5752923
"694","home","0000",777437,5762970
"694","work","1133",779012.88562,5744520.34118
"694","home","1918",777437,5762970
"695","home","0000",779740,5755334
"695","work","0013",779513.96035,5746544.88888
"695","home","0935",779740,5755334
"695","shops","1219",778482.57737,5744462.75843
"695","beach","1437",783893.9946,5745788.90364
"695","shops","1724",778482.57737,5744462.75843
"695","home","1900",779740,5755334
"696","home","0000",772766,5760083
"696","work","0840",790484.60538,5754857.18225
"696","other","1608",778779.70651,5745319.61958
"696","home","1933",772766,5760083
"697","home","0000",774937,5762379
"697","other","1134",777888.65052,5762548.96247
"697","home","1247",774937,5762379
"697","beach","1415",778406.90316,5743587.79637
"697","work","1755",790106.78926,5751427.52566
"697","home","2359",774937,5762379
"698","home","0000",777643,5764042
"698","work","1639",778791.70915,5745372.55639
"698","home","2359",777643,5764042
"699","home","0000",782742,5759188
"699","work","0851",786334.34808,5764005.76275
"699","beach","1625",790861.74053,5752552.89152
"699","home","1856",782742,5759188
"700","home","0000",783531,5754892
"700","work","1060",789848.05453,5752795.44381
"700","other","1837",793202.25852,5769898.53301
"700","shops","2011",790670.88255,5752085.50432
"700","home","2325",783531,5754892
"701","home","0000",775395,5756474
"701","other","0101",777888.65052,5762548.96247
"701","home","0244",775395,5756474
"701","work","0948",790484.60538,5754857.18225
"701","home","1629",775395,5756474
"702","home","0000",777689,5763446
"702","work","1047",786334.34808,5764005.76275
"702","home","1844",777689,5763446
"703","home","0000",782487,5753864
"703","other","0639",778546.67853,5744446.73313
"703","work","0859",779513.96035,5746544.88888
"703","home","1635",782487,5753864
"704","home","0000",783045,5759244
"704","other","0112",789863.66729,5753170.47836
"704","home","0303",783045,5759244
"704","beach","1357",797658.77908,5756257.89872
"704","shops","1501",790670.88255,5752085.50432
"704","work","1611",790484.60538,5754857.18225
"704","home","2359",783045,5759244
"705","home","0000",777792,5760864
"705","other","0638",777888.65052,5762548.96247
"705","home","0835",777792,5760864
"705","shops","1229",777902.25512,5762634.6724
"705","other","1518",777888.65052,5762548.96247
"705","home","1740",777792,5760864
"705","other","1820",777888.65052,5762548.96247
"705","home","2117",777792,5760864
"706","home","0000",774915,5763393
"706","work","0824",759681.61587,5729403.88001
"706","shops","1755",790670.88255,5752085.50432
"706","home","1845",774915,5763393
"707","home","0000",771593,5760289
"707","work","0925",779012.88562,5744520.34118
"707","other","1659",789863.66729,5753170.47836
"707","home","1840",771593,5760289
"708","home","0000",787939,5763450
"708","beach","1134",800742.88293,5757428.94421
"708","shops","1604",789974.17245,5752810.54643
"708","other","1801",792803.19879,5769441.31381
"708","home","2028",787939,5763450
"709","home","0000",782735,5753146
"709","shops","1137",778279.66613,5743500.15352
"709","work","1319",790106.78926,5751427.52566
"709","home","2126",782735,5753146
"710","home","0000",785530,5759509
"710","work","0413",786334.34808,5764005.76275
"710","home","1211",785530,5759509
"710","shops","1505",789974.17245,5752810.54643
"710","home","1936",785530,5759509
"710","other","2341",790829.71368,5755284.52525
"710","home","2359",785530,5759509
"711","home","0000",773722,5763594
"711","work","0802",786334.34808,5764005.76275
"711","shops","1612",777902.25512,5762634.6724
"711","other","1850",731478.52678,5755794.65326
"711","home","2127",773722,5763594
"712","home","0000",785149,5756247
"712","shops","0846",792871.83966,5770473.28821
"712","beach","1006",789125.65437,5750638.52234
"712","shops","1530",778279.66613,5743500.15352
"712","work","1728",793249.38427,5770567.6814
"712","home","2359",785149,5756247
"713","home","0000",784904,5754505
"713","work","0024",778210.63486,5744138.97464
"713","home","0844",784904,5754505
"713","other","1060",778546.67853,5744446.73313
"713","home","1217",784904,5754505
"713","beach","1415",788528.10978,5750214.98843
"713","home","1700",784904,5754505
"713","other","1911",777888.65052,5762548.96247
"713","home","2010",784904,5754505
"714","home","0000",782492,5760966
"714","work","0739",793641.32026,5769328.94189
"714","beach","1536",786985.47082,5748372.83646
"714","shops","1658",789902.15203,5752276.48654
"714","home","1901",782492,5760966
"714","other","2156",789863.66729,5753170.47836
"714","home","2224",782492,5760966
"715","home","0000",786590,5762891
"715","work","0656",786334.34808,5764005.76275
"715","other","1445",759210.79384,5730135.73036
"715","home","1614",786590,5762891
"715","shops","2012",792871.83966,5770473.28821
"715","home","2350",786590,5762891
"716","home","0000",782748,5752764
"716","work","1033",759492.64698,5730627.75413
"716","home","1821",782748,5752764
"716","other","2055",771374.44073,5738835.66619
"716","home","2257",782748,5752764
"717","home","0000",781514,5757606
"717","other","0215",790829.71368,5755284.52525
"717","home","0446",781514,5757606
"717","other","1047",771374.44073,5738835.66619
"717","beach","1260",790861.74053,5752552.89152
"717","home","1517",781514,5757606
"717","work","1636",778463.2759,5744455.4553
"717","home","2359",781514,5757606
"718","home","0000",773412,5763815
"718","other","0644",793202.25852,5769898.53301
"718","work","0954",792919.68545,5754526.38383
"718","shops","1640",778482.57737,5744462.75843
"718","home","2002",773412,5763815
"719","home","0000",785512,5754084
"719","other","1049",789863.66729,5753170.47836
"719","shops","1406",790505.64718,5752116.69154
